,Title,Year of Release,Watch Time,Genre,Movie Rating,Metascore of movie,Director,Cast,Votes,Description
99,IVY (Indo-Kenyan Movie),2020,47 min,"
Drama, Family, Romance            ",NA,NA,Prasanth A.B.,"Elema. Dhirey,Harpreet. Kaur,Krishnadas.Karivelill,Antony. Kurisingal.Thomas",NA,"Anto Simon is a photographer from Kerala, India and Ivy is a Kenyan girl. The movie IVY tells an Indo-Kenyan love story. The entire movie gives us a message Continents never matter. True love never dies."
100,Stories of Our Lives,2014,60 min,"
Drama            ",7.5,NA,Jim Chuchu,"Kelly Gichohi,Paul Ogola,Tim Mutungi,Mugambi Nthiga",97,A collection of five vignettes about Kenya's LGBT community.
101,Sharing the Rough,2015,85 min,"
Documentary, Adventure, Drama            ",8.0,NA,Orin Mazzoni,"Roger Dery,June Stahl,Gichuchu Okeno,Charles Carmona",11,Documents the never before captured process of the journey of a colored gemstone from mine to market while exploring the challenges of an emerging mining economy in East Africa.
102,Inside Story,2011,98 min,"
Action, Drama, Sport            ",7.4,NA,Rolie Nikiwe,"Kevin Ndege Mamboleo,Kendra Etufunwa,Hakeem Kae-Kazim,Fana Mokoena",27,"Meet Kalu, a gifted football star whose journey to soccer stardom is complicated when he learns that he is HIV-positive. What follows is an entertaining and educational ride that follows Kalu and the virus within his young body."
103,View from above,2019,NA,"
Short, Drama            ",NA,NA,Eugene Izraylit,"Natalia Ryumina,Mark Parsons,David Kinyanjui,George Omondi",NA,"When an English couple struggling with a family tragedy visits Nairobi to check up on the construction of a building they've invested in, a young boy from the slums steals their camera. As ...                See full summary »"
104,Kuwepo,2016,24 min,"
Documentary, Short            ",NA,NA,Jan Haaken,"Mageda Brenda Esolyo,Faustina Fynn-Nyame,Mohammed A. Hassan,Sharon Mogotu",NA,"KUWEPO (""Being There"" in Swahili) follows the daily lives of doctors, nurses and medical assistants as they provide post-abortion care in the Nairobi region of Kenya, offering a close-up ...                See full summary »"
105,Äidin toive,2015,85 min,"
Documentary, Biography, Family            ",6.3,NA,Joonas Berghäll,"Joonas Berghäll,Karen L. Nyberg",104,"Ten stories seen and told by women from different parts of the world, connected by the theme of motherhood."
106,The Carbon Crooks,2014,58 min,"
Documentary, News, Thriller            ",7.0,NA,Tom Heinemann,"Ronni Abergel,Dan Adeli,Nikolaj Coster-Waldau,Sonu Madhavan",14,The EU's first carbon credit was put on sale in 2005. The idea was that the trading of carbon would reduce CO2 emissions and thereby curb global warming. But the system has collapsed and ...                See full summary »
107,Sleeping Warrior,2021,92 min,"
Documentary            ",NA,NA,Janet Wells,Timothy Mwaura,NA,"Following the first ever African women's team to go to a Lacrosse World Championships. These incredible, driven young women are on a life changing journey as they rise from the slums of Nairobi."
108,For the Love of Elephants,2010,46 min,"
Documentary, Biography            ",8.8,NA,Mary Frymire,"Abdi Kashir,Edwin Lusichi,Angela Sheldrick,Daphne Sheldrick",18,"For the Love of Elephants is an intimate portrait of an amazing elephant-human bond that develops at an elephant rehabilitation centre near Nairobi, Kenya. Narrated by David Suzuki, the ...                See full summary »"
109,The Letter,V 2019,84 min,"
Documentary            ",6.3,NA,Chris King,Maia Lekow,19,"Karisa's city-life is interrupted when his Grandma back home is called a witch and receives a death threat. Returning to his rural village in Kenya, he finds a frenzied mixture of consumerism and Christianity."
110,Mo & Me,2006,96 min,"
Documentary, Biography            ",7.4,NA,Roger Mills,"Murad Rayani,Leul Abate,Dolly Amin,Farzana Amin,Salim Amin",16,"Salim Amin, son and only child of Mohamed ""Mo"" Amin, undertakes a journey of recollection and reflection into the life of the frequently absent, globe-trotting father he loved, revered and ...                See full summary »"
111,Saïkati,1992,90 min,NA,NA,NA,Anne Mungai,"Lynette Mukami Kinoti,Susan Wanjiku,Richard Harrison,Hugh Mainwaring",NA,"The story of Saikati, a young Masai woman who lives within a traditional village in one of Kenya's national parks. Her community has planned her future as wife to the son of the village ...                See full summary »"
112,Something Necessary,2013,85 min,"
Drama            ",7.0,NA,Judy Kibinge,"Sue Wanjiru,Qdamah Kipchumba,David Kiprotich Mutai,Anne Kimani",69,"SOMETHING NECESSARY is a film about a pivotal period in the life of Anne, a woman struggling to rebuild her life after the civil unrest that swept Kenya following the 2007 elections, ...                See full summary »"
113,Pax Americana and the Weaponization of Space,2009,43 min,"
Documentary, Short            ",6.9,NA,Denis Delestrac,"George W. Bush,Helen Caldicott,Kevin Chilton,Noam Chomsky",84,"When a war starts in space, can anyone really win?"
114,Boyhood,II 2014,5 min,"
Documentary, Short, Biography            ",6.0,NA,Jonah Rosenthal,,30,Life as a Maasai boy living in the Great Rift Valley.
115,From a Whisper,2009,79 min,"
Drama            ",6.5,NA,Wanuri Kahiu,"Ken Ambani,Abubakar Mwenda,Corrine Onyango,Godfrey Odhiambo",37,"When an intelligence officer and a young, rebellious artist discover that they both lost somebody in the US Embassy bombing 10 years ago, they learn how to confront their fears and forgive."
116,The Barefoot Artist,2014,83 min,"
Documentary, Biography, Family            ",7.0,57        ,Glenn Holsten,Daniel Traub,17,"Explore two sides of Lily's life: her international ventures helping to heal weakened spirits in communities around the world and a personal journey within, to repair her own fractured family."
117,Beach Boy,2013,28 min,"
Documentary, Short, Drama            ",7.2,NA,Emil Langballe,,29,"Juma is unemployed and like many other young Kenyans, he dreams of a better life abroad. One day he meets a British woman, and Europe suddenly gets closer."
118,Nafsi,2016,8 min,"
Short, Drama, Family            ",NA,NA,Charlie Kimilu,"James Kahando,Brian Kayongo,Gadiel Njoroge,Moses Odhiambo",NA,A delusional but talented street kid is offered a lifeline by a stranger.
119,"Unseen, Unsung, Unforgotten",2008,NA,"
Drama            ",NA,NA,Njoki Mbuthia,"Mona Ombogo-Scott,Nick Troy,Benta Ochieng,Mumbi Maina,Antony Ndung'u",NA,"The story takes place in the middle-upper class of Nairobi, the vibrant capital of Kenya. Four young individuals find out that they are HIV positive... Baraka loses his job as a computer ...                See full summary »"
120,Ruthless NYC,,NA,"
Crime            ",NA,NA,Philippe Bresson,"Grace Kahaki Munthali,Terry Don Stone Williford,Patricia Pinto,Nicholas Pinto,Chris Camaj,Christine McCann",NA,A young man travels to the Big Apple to assassinate Africa's most notorious exiled dictator - his father.
121,Let Them Eat Cake,2014,54 min,"
Documentary, Biography, History            ",7.5,NA,Alexis Krasilovsky,"Rosa Carrillo,Miguel Angel Bocanegra Chavez,Moussa Diakité,Christopher Garambullo,Christian Lanazca,Ajit Nag,Anouchka Walewyk,Aji,Ajk,Ano,Cello Barry",8,"Five years in the making, filmed in a dozen countries, 'Let Them Eat Cake' runs the full range from the pleasures and dangers of overeating to the tragedies of world hunger."
122,Anthropocene,2015,93 min,"
Documentary            ",6.6,NA,Steve Bradshaw,,10,"You've heard of the Jurassic, Cambrian, Pleistocene, Holocene. Now a group of world-renowned scholars is debating whether to declare a new geological epoch - the Anthropocene. Mankind has ...                See full summary »"
123,Child 31,2012,32 min,"
Documentary, Short, Drama            ",8.1,NA,Charles Kinnane,,35,"Follow one of CNN's Heroes, Magnus MacFarlane-Barrow as we get a glimpse into his simple, yet groundbreaking, idea that is working to lift the developing world out of poverty. Hailed by ...                See full summary »"
124,Nairobi Berries,2017,8 min,"
Short, Drama, Fantasy            ",NA,NA,Ng'endo Mukii,"Carol Kariuki,Ng'endo Mukii,Eddy Sibwor",NA,Two women and a man wrangle. Each must hollow out the other's core for fruits promised but only ever borne in dreams. A poetic symphony on Nairobi.
125,Breathe,2016 TV Movie,NA,"
Documentary            ",NA,NA,Stéphane Haskell,,NA,"Following a high-risk back operation, a man in his early 40's finds himself paralyzed. He is told he will never walk again. After years of debilitating pain, he discovers a possible way to ...                See full summary »"
126,Soko Sonko,2016,23 min,"
Short, Adventure, Comedy            ",NA,NA,Ekwa Msangi,"Chantal Airo,Larry Asego,Ali Hussein,Irene Kariuki",NA,"When his wife falls sick, a well-intended dad braves the fires and goes where no man has gone before - the hairmarket - to get his daughter's hair braided before school begins."
127,Return to Mogadishu: Remembering Black Hawk Down,2013,10 min,"
Documentary, Short, Adventure            ",8.5,NA,Matt Knighton,,13,"For the first time since the events of 'Black Hawk Down' twenty years ago, two US Army Rangers from the battle return to Mogadishu, Somalia to relive the firefight in the city streets."
128,Let This Be a Warning,2017,11 min,"
Short, Fantasy            ",NA,NA,Jim Chuchu,"Selly Raby Kane,Marrianne Nungo,Jason Runo,Jesse Mutakiwa,David Mukabi",NA,A group of Africans have left the Earth to create a colony on a distant planet. They respond with disquiet to the arrival of an uninvited guest.
129,Jongo Love: The Movie,2015,NA,"
Thriller            ",NA,NA,Emma Bodger,"Stella Situma,Berlin Owino Ajech,Meshack Ambiso,Irene Awora",NA,Add a Plot
130,The Resilient Heart,2016,73 min,"
Documentary            ",5.9,NA,Susan Froemke,Ginger Brown,42,"With heart disease on the rise, Valentín Fuster and a team of doctors set out to stem the tide with science, education and early intervention. Their ultimate goal: to promote better heart health worldwide."
131,Blind Love,II 2021,73 min,"
Drama            ",NA,NA,Damien Hauser,"Jacky Amoh,Joash Shaban Kopilo,Mr. Legacy",NA,"A blind man and a deaf woman fall in love but when they discover a way to surpass their limited communication, new problems arise. The couple's understanding of each other is challenged and their passion becomes unbearable."
132,My Africa,2018,9 min,"
Documentary, Short            ",6.8,NA,David Allen,"Naltwasha Leripe,Lupita Nyong'o",24,"My Africa is a virtual reality journey to northern Kenya, where the futures of wildlife and people are intertwined."
133,The Children of the Noon,2016,107 min,"
Documentary            ",7.9,NA,Diego Fiori,Olga Pohankova,18,The Children of the Noon deals with the universal subject of life.
134,Eccentric Eclectic,2015,87 min,"
Documentary, Comedy, Music            ",NA,NA,Nika Belianina,"Jaymz Bee,Richard Belzer,Lisa Gamble,Laura Kikauka",NA,"What happens when you put 800 artists, musicians, and art lovers together camping for three days at a place called the Funny Farm?"
135,Memoirs of My Father's Africa,2018,56 min,"
Documentary, Adventure, Biography            ",NA,NA,Paul Plett,"Paul Plett,Fred Isabwa,Allan Chola,Menno Plett",NA,"Filmmaker Paul Plett takes a trip with his father around Africa, visiting the places of his father's youth & later years."
136,The Rugged Priest,2011,NA,"
Biography            ",8.1,NA,Bob Nyanja,"Colin Simpson,Lwanda Jawar,Serah Ndanu,Ainea Ojiambo",11,"When violence breaks out in the heart of the Rift Valley, Kenya, an American Catholic priest goes out of his way to shelter and cater for the displaced knowing very well that the clashes ...                See full summary »"
137,A living tree means a living planet,2019,80 min,"
Documentary            ",NA,NA,Arcade Assogba,"Eduardo Quiroz Barrios,Nicholas Berger,Marco Brama,Marco Carbone,Tafadzwa Chikara,Salvador Delgadillo,Jean Michel Djait,Dick Dreyden,Miguel Ángel Mellado Díaz,Alessandro Fantini,Emily Fraser,Emily Hart,Sade Hiidenkari,Jari Kokko,Julián Lona,Mateo Lona,Mateo Luna,Afra Al Marar,Michael Marotti,Ahsan Minhas,Julie Misaki,Polina Mitryashina,Khalid Mokadmine,Eric Murithi,Kadour Naimi,Jo Nice,Narcisse Orédjé,Kasia Pajzderska,Lucia Pazderkova,Elio Quiroga,Sérgio Rizzo,Johanna Schartau,Katrina Syran,Pachara Tanjariyanon,Pachara Tanjariyanond,Mans Thunberg,Xiong Xu,Liwaa Yazji,Aamir Ali,Lucia Carbone,Marco Carbone,Paola Carbone",NA,"An international environmental anthology documentary film about trees and their different roles (ecological, environmental, personal and spiritual values) in our planet."
138,Seed Warriors,2010,86 min,"
Documentary, News            ",6.8,NA,Mirjam von Arx,Katharina Von Flotow,9,"Is the 'Doomsday Vault', built in the Norwegian permafrost, and containing seeds from around the world, a practical way of safeguarding the world's biodiversity or a Utopian idea?"
139,The Water Tower,2013,28 min,"
Documentary, Short, Adventure            ",6.9,NA,Peter McBride,"Dudu Douglas-Hamilton,Kim Havell,Peter McBride,Jake Norton",11,"Mt. Kenya, the second tallest peak in Africa, is home to Ngai, the local water god that is said to created the rains. As a result, Ngai and the mountain provide 70% of the nation's water ...                See full summary »"
140,Giants of Africa,2016,77 min,"
Documentary, Sport            ",6.9,NA,Hubert Davis,,31,"A behind-the-scenes look at a basketball youth program set up in Africa by the General Manager of the NBA's Toronto Raptors, Masai Ujiri."
141,Forgive Us,2013,78 min,"
Documentary, Drama            ",NA,NA,Anthony Haden-West,Yaniv Dabach,NA,"After losing 83 colleagues on September 11th, 2001, the film director Anthony Haden West, saw the US, his newly adopted homeland, descend into a thinly disguised anti-Muslim frenzy that ...                See full summary »"
